name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Adarkar Valkyrie,The List,rare,Creature,6.0,7.91,7777.0,8,45.0,0,0,1
Blighted Burgeoning,March of the Machine,common,Enchantment,3.0,0.08,12036.0,14,45.0,0,0,0
Dream Spoilers,Wilds of Eldraine,uncommon,Creature,4.0,0.09,18103.0,14,45.0,0,0,0
Downwind Ambusher,Bloomburrow,uncommon,Creature,4.0,0.09,19638.0,15,45.0,0,0,0
Frantic Firebolt,Wilds of Eldraine,common,Instant,3.0,0.07,12430.0,16,45.0,0,0,0
Cactarantula,Outlaws of Thunder Junction,common,Creature,6.0,0.08,14744.0,17,45.0,0,0,0
Diversion Specialist,Duskmourn: House of Horror,uncommon,Creature,4.0,0.07,22376.0,15,45.0,0,0,0
Chocobo Camp,Final Fantasy Commander,rare,Land,0.0,8.98,14376.0,5,44.5,0,0,0
Soul Spike,Coldsnap,rare,Instant,7.0,15.78,25169.0,7,44.5,0,0,0
Carnivorous Canopy,Phyrexia: All Will Be One,common,Sorcery,3.0,0.12,5928.0,13,44.5,0,0,0
Axelrod Gunnarson,Legends,rare,Creature,8.0,13.26,28127.0,9,44.5,0,0,0
Distorted Curiosity,Phyrexia: All Will Be One,uncommon,Sorcery,3.0,0.17,10848.0,11,44.5,0,0,0
Feed the Infection,Phyrexia: All Will Be One,uncommon,Sorcery,4.0,0.14,9763.0,11,44.5,0,0,0
Homeward Path,Secret Lair Drop,rare,Land,0.0,13.32,1139.0,5,44.5,0,0,1
Cinderslash Ravager,Phyrexia: All Will Be One,uncommon,Creature,6.0,0.07,22871.0,11,44.5,0,0,0
Bring the Ending,Phyrexia: All Will Be One,common,Instant,2.0,0.06,9922.0,13,44.5,0,0,0
Artifact Mutation,Commander 2020,rare,Instant,2.0,3.32,2303.0,7,44.5,0,0,1
Alchemist's Talent,Bloomburrow Commander,rare,Enchantment,4.0,3.05,2481.0,5,44.5,0,0,0
Deadly Derision,March of the Machine,common,Instant,4.0,0.15,12246.0,13,44.5,0,0,0
Attentive Skywarden,March of the Machine,common,Creature,3.0,0.05,13077.0,13,44.5,0,0,0
Duelist of Deep Faith,Phyrexia: All Will Be One,common,Creature,2.0,0.05,13629.0,13,44.5,0,0,0
Gulping Scraptrap,Phyrexia: All Will Be One,common,Creature,5.0,0.19,9972.0,13,44.5,0,0,0
"Baldin, Century Herdmaster",Secret Lair Drop,rare,Creature,6.0,5.68,3971.0,5,44.5,0,0,0
Mortuary Mire,Commander Legends: Battle for Baldur's Gate,common,Land,0.0,0.38,633.0,9,44.5,0,0,1
Cosmic Hunger,March of the Machine,common,Instant,2.0,0.3,5287.0,13,44.5,0,0,0
Anoint with Affliction,Phyrexia: All Will Be One,common,Instant,2.0,0.26,11029.0,13,44.5,0,0,0
Aboleth Spawn,Commander Legends: Battle for Baldur's Gate,rare,Creature,3.0,9.91,3714.0,5,44.5,0,0,0
Angelic Chorus,Battlebond,rare,Enchantment,5.0,8.8,6049.0,9,44.5,0,0,1
Churning Reservoir,Phyrexia: All Will Be One,uncommon,Artifact,1.0,0.11,18848.0,11,44.5,0,0,0
Fertilid's Favor,March of the Machine,common,Instant,4.0,0.12,12453.0,13,44.5,0,0,0
Ancient Cellarspawn,Duskmourn: House of Horror Commander,rare,Creature,3.0,6.48,2600.0,5,44.5,0,0,0
Copper Host Crusher,March of the Machine,uncommon,Creature,8.0,0.12,11040.0,11,44.5,0,0,0
Sickening Shoal,Betrayers of Kamigawa,rare,Instant,2.0,14.87,18477.0,7,44.5,0,0,0
Artificer Class,Commander Legends: Battle for Baldur's Gate,rare,Enchantment,2.0,14.88,3930.0,5,44.5,0,0,0
Bladegraft Aspirant,Phyrexia: All Will Be One,common,Creature,3.0,0.26,7318.0,13,44.5,0,0,0
Gleeful Demolition,Phyrexia: All Will Be One,uncommon,Sorcery,1.0,0.25,7491.0,11,44.5,0,0,0
Astral Dragon,Commander Legends: Battle for Baldur's Gate,rare,Creature,8.0,18.59,2429.0,5,44.5,0,0,0
Copper Longlegs,Phyrexia: All Will Be One,common,Creature,2.0,0.18,10632.0,13,44.5,0,0,0
Aspirant's Ascent,Phyrexia: All Will Be One,common,Instant,1.0,0.17,13521.0,13,44.5,0,0,0
Gitaxian Anatomist,Phyrexia: All Will Be One,common,Creature,4.0,0.21,14596.0,13,44.5,0,0,0
Arcane Heist,Outlaws of Thunder Junction Commander,rare,Sorcery,4.0,4.53,4770.0,5,44.5,0,0,0
Ainok Strike Leader,Tarkir: Dragonstorm Commander,rare,Creature,2.0,4.36,2575.0,5,44.5,0,0,0
Akki Battle Squad,Neon Dynasty Commander,rare,Creature,6.0,5.5,3673.0,5,44.5,0,0,0
All That Glitters,Commander Masters,common,Enchantment,2.0,0.49,601.0,12,44.0,0,0,1
Brave-Kin Duo,Bloomburrow,common,Creature,1.0,0.13,10689.0,18,44.0,0,0,0
Freeze in Place,Wilds of Eldraine,common,Sorcery,2.0,0.06,8231.0,16,44.0,0,0,0
Harried Spearguard,Wilds of Eldraine,common,Creature,1.0,0.06,13586.0,16,44.0,0,0,0
Binding Negotiation,Outlaws of Thunder Junction,uncommon,Sorcery,2.0,0.17,17356.0,14,44.0,0,0,0
Geyser Drake,Outlaws of Thunder Junction,common,Creature,3.0,0.1,7914.0,16,44.0,0,0,0
"Appa, the Vigilant",Avatar: The Last Airbender Eternal,rare,Creature,7.0,7.54,9821.0,8,44.0,0,0,0
Acquire,IDW Comics Inserts,rare,Sorcery,5.0,10.15,9794.0,8,44.0,0,0,1
High Stride,Bloomburrow,common,Instant,1.0,0.12,11874.0,17,44.0,0,0,0
Final Vengeance,Duskmourn: House of Horror,common,Sorcery,1.0,0.16,5502.0,17,44.0,0,0,0
Fact or Fiction,Commander Masters,uncommon,Instant,4.0,0.28,641.0,8,44.0,0,0,1
Deadeye Duelist,Outlaws of Thunder Junction,common,Creature,2.0,0.13,14991.0,17,44.0,0,0,0
Glimmerburst,Duskmourn: House of Horror,common,Instant,4.0,0.06,9760.0,18,44.0,0,0,0
Early Winter,Bloomburrow,common,Instant,5.0,0.07,14638.0,17,44.0,0,0,0
Beacon of Tomorrows,Secret Lair Drop,rare,Sorcery,8.0,6.02,5909.0,8,44.0,0,0,1
Artificial Evolution,Onslaught,rare,Instant,1.0,4.66,11972.0,8,44.0,0,0,0
Horrid Vigor,Duskmourn: House of Horror,common,Instant,2.0,0.24,5687.0,17,44.0,0,0,0
Graceful Takedown,Wilds of Eldraine,uncommon,Sorcery,2.0,0.09,22527.0,15,44.0,0,0,0
Hopeless Nightmare,Wilds of Eldraine,common,Enchantment,1.0,0.35,5799.0,14,44.0,0,0,0
Howling Galefang,Wilds of Eldraine,uncommon,Creature,4.0,0.07,24229.0,14,44.0,0,0,0
Cracked Skull,Duskmourn: House of Horror,common,Enchantment,3.0,0.07,13759.0,18,44.0,0,0,0
Dutiful Griffin,Wilds of Eldraine,uncommon,Creature,5.0,0.08,25882.0,14,44.0,0,0,0
Bellowing Crier,Bloomburrow,common,Creature,2.0,0.08,8597.0,17,44.0,0,0,0
Betrayal at the Vault,Outlaws of Thunder Junction,uncommon,Instant,6.0,0.08,17419.0,14,44.0,0,0,0
Glidedive Duo,Bloomburrow,common,Creature,5.0,0.08,10962.0,17,44.0,0,0,0
Fear of Lost Teeth,Duskmourn: House of Horror,common,Creature,1.0,0.07,10615.0,18,44.0,0,0,0
Agate-Blade Assassin,Bloomburrow,common,Creature,2.0,0.07,8604.0,17,44.0,0,0,0
Druid of the Spade,Bloomburrow,common,Creature,3.0,0.08,13524.0,17,44.0,0,0,0
Bespoke Battlegarb,Wilds of Eldraine,common,Artifact,2.0,0.03,19815.0,17,44.0,0,0,0
Agate Assault,Bloomburrow,common,Sorcery,3.0,0.05,9441.0,17,44.0,0,0,0
Harrier Strix,Outlaws of Thunder Junction,common,Creature,1.0,0.19,7300.0,16,44.0,0,0,0
Ego Drain,Wilds of Eldraine,uncommon,Sorcery,1.0,0.2,17120.0,14,44.0,0,0,0
Clammy Prowler,Duskmourn: House of Horror,common,Creature,4.0,0.05,11532.0,17,44.0,0,0,0
Frilled Sparkshooter,Bloomburrow,common,Creature,4.0,0.04,13186.0,17,44.0,0,0,0
Dreg Recycler,March of the Machine,common,Creature,2.0,0.06,14758.0,14,44.0,0,0,0
Give In to Violence,Duskmourn: House of Horror,common,Instant,2.0,0.06,13707.0,17,44.0,0,0,0
Duskmourn's Domination,Duskmourn: House of Horror,uncommon,Enchantment,6.0,0.03,22440.0,15,44.0,0,0,0
"Chandra, Legacy of Fire",Commander Masters,rare,Planeswalker,5.0,2.55,6710.0,5,43.5,0,0,0
Arbor Adherent,Tarkir: Dragonstorm Commander,rare,Creature,4.0,3.7,3460.0,5,43.5,0,0,0
Arachnoid Adaptation,March of the Machine,common,Instant,1.0,0.04,12032.0,13,43.5,0,0,0
Archmage of Echoes,Wilds of Eldraine Commander,rare,Creature,5.0,18.77,3980.0,5,43.5,0,0,0
Branchblight Stalker,Phyrexia: All Will Be One,common,Creature,2.0,0.28,12743.0,13,43.5,0,0,0
Ichorspit Basilisk,Phyrexia: All Will Be One,common,Creature,3.0,0.26,7925.0,13,43.5,0,0,0
Annihilating Glare,Phyrexia: All Will Be One,common,Sorcery,1.0,0.25,7218.0,13,43.5,0,0,0
"Amzu, Swarm's Hunger",Ravnica: Clue Edition,rare,Creature,5.0,17.2,7518.0,5,43.5,0,0,0
Akki Scrapchomper,March of the Machine,common,Creature,1.0,0.1,13750.0,13,43.5,0,0,0
Hazardous Blast,Phyrexia: All Will Be One,common,Sorcery,4.0,0.99,9600.0,13,43.5,0,0,0
Invasion of Dominaria // Serra Faithkeeper,March of the Machine,uncommon,Creature,3.0,0.1,13869.0,11,43.5,0,0,0
Heartfire Hero,Bloomburrow,uncommon,Creature,1.0,0.31,7898.0,9,43.5,0,0,0
Crystal Carapace,March of the Machine,common,Enchantment,4.0,0.11,13913.0,13,43.5,0,0,0
"Teyo, Geometric Tactician",Commander Masters,rare,Planeswalker,3.0,8.87,5083.0,5,43.5,0,0,0
Arcane Denial,Outlaws of Thunder Junction Commander,common,Instant,2.0,4.13,56.0,9,43.5,0,0,1
Archetype of Aggression,Born of the Gods,uncommon,Creature,3.0,4.32,2848.0,7,43.5,0,0,0
Bane of Bala Ged,Commander Masters,uncommon,Creature,7.0,3.21,3034.0,11,43.5,0,0,1
Access Denied,Neon Dynasty Commander,rare,Instant,5.0,3.16,3483.0,5,43.5,0,0,0
"Arwen, Weaver of Hope",Tales of Middle-earth Commander,rare,Creature,3.0,3.56,1829.0,5,43.5,0,0,0
"Vronos, Masked Inquisitor",Commander Masters,rare,Planeswalker,5.0,3.58,6725.0,5,43.5,0,0,0
Etherium Sculptor,Edge of Eternities Commander,common,Creature,2.0,0.74,430.0,9,43.5,0,0,1
Beanstalk Wurm // Plant Beans,Wilds of Eldraine,common,Creature,5.0,0.21,6431.0,16,43.0,0,0,0
Calamitous Tide,Bloomburrow,uncommon,Sorcery,6.0,0.07,15086.0,15,43.0,0,0,0
Grabby Giant // That's Mine,Wilds of Eldraine,common,Creature,4.0,0.21,11903.0,16,43.0,0,0,0
Ferocious Werefox // Guard Change,Wilds of Eldraine,common,Creature,4.0,0.16,14559.0,16,43.0,0,0,0
Duress,Phyrexia: All Will Be One,common,Sorcery,1.0,0.24,3217.0,19,43.0,0,0,1
Imodane's Recruiter // Train Troops,Wilds of Eldraine,uncommon,Creature,3.0,0.18,17027.0,15,43.0,0,0,0
Frantic Strength,Duskmourn: House of Horror,common,Enchantment,3.0,0.08,10095.0,17,43.0,0,0,0
Eye of Ugin,Modern Masters 2015,rare,Land,0.0,52.75,2764.0,6,43.0,0,0,1
Found Footage,Duskmourn: House of Horror,common,Artifact,1.0,0.02,18015.0,17,43.0,0,0,0
Gingerbread Hunter // Puny Snack,Wilds of Eldraine,uncommon,Creature,5.0,0.19,20864.0,14,43.0,0,0,0
Tolarian Academy,Urza's Saga,rare,Land,0.0,169.98,3732.5,0,43.0,1,0,0
Beluna's Gatekeeper // Entry Denied,Wilds of Eldraine,common,Creature,6.0,0.09,14861.0,16,43.0,0,0,0
Banishing Light,Bloomburrow,common,Enchantment,3.0,0.11,2332.0,17,43.0,0,0,1
Azure Drake,Legends,uncommon,Creature,4.0,7.06,28034.0,16,43.0,0,0,0
Aquatic Alchemist // Bubble Up,Wilds of Eldraine,common,Creature,2.0,0.08,13920.0,16,43.0,0,0,0
Friendly Teddy,Duskmourn: House of Horror,common,Creature,2.0,0.26,10138.0,17,43.0,0,0,0
Intrepid Trufflesnout // Go Hog Wild,Wilds of Eldraine,uncommon,Creature,2.0,0.25,17705.0,14,43.0,0,0,0
Fell Horseman // Deathly Ride,Wilds of Eldraine,common,Creature,4.0,0.14,14642.0,16,43.0,0,0,0
Cooped Up,Wilds of Eldraine,common,Enchantment,2.0,0.06,12469.0,16,43.0,0,0,0
Diminisher Witch,Wilds of Eldraine,common,Creature,3.0,0.04,25205.0,17,43.0,0,0,0
Emerge from the Cocoon,Duskmourn: House of Horror,common,Sorcery,5.0,0.04,11752.0,17,43.0,0,0,0
Fear of Being Hunted,Duskmourn: House of Horror,uncommon,Creature,3.0,0.05,16140.0,15,43.0,0,0,0
Wood Elves,March of the Machine Commander,common,Creature,3.0,0.62,636.0,10,43.0,0,0,1
Ankle Biter,Outlaws of Thunder Junction,common,Creature,1.0,0.32,6159.0,17,43.0,0,0,0
Back in Town,Outlaws of Thunder Junction Commander,rare,Sorcery,3.0,3.5,4046.0,5,42.5,0,0,0
Furnace Gremlin,March of the Machine,uncommon,Creature,2.0,0.06,24601.0,11,42.5,0,0,0
Cragsmasher Yeti,March of the Machine,common,Creature,6.0,0.12,20869.0,13,42.5,0,0,0
Incubation Sac,Phyrexia: All Will Be One,uncommon,Artifact,1.0,0.14,19251.0,11,42.5,0,0,0
Injector Crocodile,March of the Machine,common,Creature,6.0,0.14,17060.0,13,42.5,0,0,0
Captive Weird // Compleated Conjurer,March of the Machine,uncommon,Creature,1.0,0.13,25312.0,11,42.5,0,0,0
Atraxa's Fall,March of the Machine,common,Sorcery,2.0,0.27,8973.0,13,42.5,0,0,0
Balthor the Defiled,Judgment,rare,Creature,4.0,12.17,8907.0,7,42.5,0,0,0
Corruption of Towashi,March of the Machine,uncommon,Enchantment,5.0,0.08,18146.0,11,42.5,0,0,0
Bladed Battle-Fan,March of the Machine,common,Artifact,2.0,0.08,15247.0,13,42.5,0,0,0
Evolving Adaptive,Phyrexia: All Will Be One,uncommon,Creature,1.0,0.17,15917.0,11,42.5,0,0,0
Declaration of Naught,Morningtide,rare,Enchantment,2.0,17.96,18467.0,7,42.5,0,0,0
Font of Progress,Phyrexia: All Will Be One,uncommon,Artifact,1.0,0.08,20947.0,11,42.5,0,0,0
Herbology Instructor // Malady Invoker,March of the Machine,uncommon,Creature,2.0,0.07,25163.0,11,42.5,0,0,0
Eye of Malcator,Phyrexia: All Will Be One,common,Artifact,3.0,0.07,22479.0,13,42.5,0,0,0
Invasion of Azgol // Ashen Reaper,March of the Machine,uncommon,Creature,2.0,0.2,16880.0,11,42.5,0,0,0
Goldwarden's Helm,Phyrexia: All Will Be One,common,Artifact,3.0,0.15,17692.0,13,42.5,0,0,0
Harried Artisan // Phyrexian Skyflayer,March of the Machine,uncommon,Creature,3.0,0.02,27458.0,11,42.5,0,0,0
Bane of Progress,Commander Anthology,rare,Creature,6.0,3.72,1233.0,5,42.5,0,0,1
Apex Altisaur,The Lost Caverns of Ixalan Commander,rare,Creature,9.0,5.35,1479.0,5,42.5,0,0,1
Gnottvold Hermit // Chrome Host Hulk,March of the Machine,uncommon,Creature,4.0,0.03,27979.0,11,42.5,0,0,0
Quillspike,Eventide,uncommon,Creature,3.0,12.51,13126.0,7,42.5,0,0,0
Aurification,Onslaught,rare,Enchantment,4.0,6.71,13777.0,7,42.5,0,0,0
Blightreaper Thallid // Blightsower Thallid,March of the Machine,uncommon,Creature,2.0,0.09,20218.0,11,42.5,0,0,0
Bonded Herdbeast // Plated Kilnbeast,March of the Machine,common,Creature,5.0,0.05,24988.0,14,42.0,0,0,0
Fear of Immobility,Duskmourn: House of Horror,common,Creature,5.0,0.05,16672.0,18,42.0,0,0,0
Hand That Feeds,Duskmourn: House of Horror,common,Creature,2.0,0.03,22696.0,17,42.0,0,0,0
Grand Entryway // Elegant Rotunda,Duskmourn: House of Horror,common,Enchantment,5.0,0.07,10127.0,18,42.0,0,0,0
Curse of the Werefox,Wilds of Eldraine,common,Sorcery,3.0,0.04,15755.0,16,42.0,0,0,0
Finch Formation,Bloomburrow,common,Creature,3.0,0.06,18065.0,17,42.0,0,0,0
Glassworks // Shattered Yard,Duskmourn: House of Horror,common,Enchantment,8.0,0.06,8828.0,17,42.0,0,0,0
Aetherblade Agent // Gitaxian Mindstinger,March of the Machine,common,Creature,2.0,0.04,19071.0,14,42.0,0,0,0
Cut In,Wilds of Eldraine,common,Sorcery,4.0,0.05,24054.0,17,42.0,0,0,0
Bola Slinger,March of the Machine,common,Creature,4.0,0.07,20125.0,14,42.0,0,0,0
Giant Beaver,Outlaws of Thunder Junction,common,Creature,4.0,0.08,17196.0,17,42.0,0,0,0
Derelict Attic // Widow's Walk,Duskmourn: House of Horror,common,Enchantment,7.0,0.07,7985.0,17,42.0,0,0,0
Armored Armadillo,Outlaws of Thunder Junction,common,Creature,1.0,0.22,15047.0,16,42.0,0,0,0
Aladdin's Lamp,Arabian Nights,rare,Artifact,10.0,57.9,22213.0,8,42.0,0,0,0
Mana Geyser,Secrets of Strixhaven Commander,common,Sorcery,5.0,2.7,336.0,8,42.0,0,0,1
Blacksnag Buzzard,Outlaws of Thunder Junction,common,Creature,3.0,0.05,23017.0,17,42.0,0,0,0
Bashful Beastie,Duskmourn: House of Horror,common,Creature,5.0,0.04,21134.0,18,42.0,0,0,0
Charmed Clothier,Wilds of Eldraine,common,Creature,5.0,0.04,23049.0,16,42.0,0,0,0
Freestrider Commando,Outlaws of Thunder Junction,common,Creature,3.0,0.02,19550.0,17,42.0,0,0,0
Consuming Ashes,Outlaws of Thunder Junction,common,Instant,4.0,0.16,16503.0,17,42.0,0,0,0
Candy Grapple,Wilds of Eldraine,common,Instant,2.0,0.19,15083.0,16,42.0,0,0,0
Bridled Bighorn,Outlaws of Thunder Junction,common,Creature,4.0,0.07,16894.0,17,42.0,0,0,0
Giant Growth,Bloomburrow,common,Instant,1.0,0.14,3733.0,20,42.0,0,0,1
Chomping Kavu,March of the Machine,common,Creature,4.0,0.08,22840.0,14,42.0,0,0,0
Flitting Guerrilla,March of the Machine,common,Creature,3.0,0.08,18986.0,14,42.0,0,0,0
Archon's Glory,Wilds of Eldraine,common,Instant,1.0,0.11,17929.0,16,42.0,0,0,0
Etched Host Doombringer,March of the Machine,common,Creature,5.0,0.09,22997.0,14,42.0,0,0,0
Impossible Inferno,Duskmourn: House of Horror,common,Instant,5.0,0.04,19396.0,17,42.0,0,0,0
Eriette's Lullaby,Outlaws of Thunder Junction,common,Sorcery,2.0,0.13,12221.0,16,42.0,0,0,0
Halo-Charged Skaab,March of the Machine,common,Creature,5.0,0.09,20015.0,14,42.0,0,0,0
Bearscape,Odyssey,rare,Enchantment,3.0,4.9,10900.0,8,42.0,0,0,0
Boneyard Desecrator,Outlaws of Thunder Junction,common,Creature,4.0,0.11,15057.0,17,42.0,0,0,0
Bedhead Beastie,Duskmourn: House of Horror,common,Creature,6.0,0.06,16386.0,18,42.0,0,0,0
Enduring Bondwarden,March of the Machine,common,Creature,1.0,0.07,17030.0,13,41.5,0,0,0
"Freyalise, Llanowar's Fury",Commander Masters,rare,Planeswalker,5.0,3.74,2618.0,5,41.5,0,0,1
Aura Thief,Urza's Destiny,rare,Creature,4.0,16.31,10521.0,7,41.5,0,0,0
Furnace Skullbomb,Phyrexia: All Will Be One,common,Artifact,1.0,0.13,16185.0,13,41.5,0,0,0
Akron Legionnaire,Legends,rare,Creature,8.0,12.53,27513.0,9,41.5,0,0,0
Burning Sun's Fury,March of the Machine,common,Instant,2.0,0.05,19456.0,13,41.5,0,0,0
Anurid Brushhopper,Judgment,rare,Creature,3.0,3.63,29695.0,7,41.5,0,0,0
Battlemage's Bracers,Commander 2021,rare,Artifact,3.0,3.91,5119.0,5,41.5,0,0,0
Furnace Punisher,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.08,20131.0,11,41.5,0,0,0
Fearless Skald,March of the Machine,uncommon,Creature,5.0,0.09,20034.0,11,41.5,0,0,0
Aerial Boost,March of the Machine,common,Instant,2.0,0.1,19851.0,13,41.5,0,0,0
Bladed Ambassador,Phyrexia: All Will Be One,uncommon,Creature,2.0,0.1,20138.0,11,41.5,0,0,0
Ichorplate Golem,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.12,18889.0,11,41.5,0,0,0
Astrid Peth,Doctor Who,rare,Creature,2.0,5.72,5320.0,5,41.5,0,0,0
Ophidian Eye,Time Spiral,common,Enchantment,3.0,12.51,1758.0,9,41.5,0,0,0
Forgehammer Centurion,Phyrexia: All Will Be One,common,Creature,3.0,0.09,21301.0,13,41.5,0,0,0
Animate Dead,Secrets of Strixhaven Commander,uncommon,Enchantment,2.0,9.74,229.0,7,41.5,0,0,1
Ichor Drinker,March of the Machine,common,Creature,1.0,0.12,15005.0,13,41.5,0,0,0
Ankh of Mishra,Classic Sixth Edition,rare,Artifact,2.0,8.8,4966.0,7,41.5,0,0,1
Aether Barrier,Nemesis,rare,Enchantment,3.0,3.24,14361.0,7,41.5,0,0,0
Atmosphere Surgeon,Phyrexia: All Will Be One,uncommon,Creature,2.0,0.1,19212.0,11,41.5,0,0,0
Final Flourish,March of the Machine,common,Instant,2.0,0.06,17662.0,13,41.5,0,0,0
Apostle of Invasion,Phyrexia: All Will Be One,uncommon,Creature,6.0,0.06,17622.0,11,41.5,0,0,0
Assimilate Essence,March of the Machine,common,Instant,2.0,0.1,15493.0,13,41.5,0,0,0
Collective Nightmare,March of the Machine,uncommon,Instant,3.0,0.03,22248.0,11,41.5,0,0,0
Ambulatory Edifice,Phyrexia: All Will Be One,uncommon,Creature,3.0,0.04,25365.0,11,41.5,0,0,0
Failed Fording,Outlaws of Thunder Junction,common,Instant,2.0,0.06,19891.0,17,41.0,0,0,0
Armory Mice,Wilds of Eldraine,common,Creature,2.0,0.04,16817.0,16,41.0,0,0,0
Cryptid Inspector,Duskmourn: House of Horror,common,Creature,3.0,0.05,16822.0,17,41.0,0,0,0
Creeping Peeper,Duskmourn: House of Horror,common,Creature,2.0,0.05,15171.0,17,41.0,0,0,0
Failed Conversion,March of the Machine,common,Enchantment,5.0,0.05,24102.0,14,41.0,0,0,0
Ichor Shade,March of the Machine,common,Creature,3.0,0.05,21237.0,14,41.0,0,0,0
Anthropede,Duskmourn: House of Horror,common,Creature,4.0,0.05,24592.0,18,41.0,0,0,0
Grand Ball Guest,Wilds of Eldraine,common,Creature,2.0,0.03,27058.0,17,41.0,0,0,0
Djinn of Fool's Fall,Outlaws of Thunder Junction,common,Creature,5.0,0.03,22324.0,17,41.0,0,0,0
Furnace Host Charger,March of the Machine,common,Creature,6.0,0.06,18561.0,14,41.0,0,0,0
Hamlet Glutton,Wilds of Eldraine,common,Creature,7.0,0.03,22150.0,16,41.0,0,0,0
Incisor Glider,Phyrexia: All Will Be One,common,Creature,2.0,0.03,18725.0,14,41.0,0,0,0
Consuming Aetherborn,March of the Machine,common,Creature,4.0,0.03,22165.0,14,41.0,0,0,0
Boilerbilges Ripper,Duskmourn: House of Horror,common,Creature,5.0,0.03,20576.0,18,41.0,0,0,0
Brave the Wilds,Wilds of Eldraine,common,Sorcery,1.0,0.09,15192.0,16,41.0,0,0,0
Erratic Apparition,Duskmourn: House of Horror,common,Creature,3.0,0.06,21013.0,17,41.0,0,0,0
Acrobatic Cheerleader,Duskmourn: House of Horror,common,Creature,2.0,0.03,21904.0,18,41.0,0,0,0
Angelic Wall,Portal Second Age,common,Creature,2.0,3.38,8484.0,12,41.0,0,0,0
Cult Healer,Duskmourn: House of Horror,common,Creature,3.0,0.07,21114.0,18,41.0,0,0,0
Expedition Lookout,March of the Machine,common,Creature,2.0,0.07,23315.0,14,41.0,0,0,0
Bristlepack Sentry,Outlaws of Thunder Junction,common,Creature,2.0,0.16,19240.0,17,41.0,0,0,0
Attrition,Commander 2011,rare,Enchantment,3.0,19.71,4744.0,8,41.0,0,0,1
Golden-Scale Aeronaut,March of the Machine,common,Creature,5.0,0.04,25877.0,14,41.0,0,0,0
Dire Downdraft,Bloomburrow,common,Instant,4.0,0.02,16064.0,18,41.0,0,0,0
Barrow Naughty,Wilds of Eldraine,common,Creature,2.0,0.07,16268.0,16,41.0,0,0,0
Glass Casket,Wilds of Eldraine,uncommon,Artifact,2.0,0.13,17165.0,14,41.0,0,0,1
Bear Trap,Duskmourn: House of Horror,common,Artifact,1.0,0.12,18450.0,17,41.0,0,0,0
Desert's Due,Outlaws of Thunder Junction,common,Instant,2.0,0.12,22323.0,17,41.0,0,0,0
Edgewall Pack,Wilds of Eldraine,common,Creature,4.0,0.11,19004.0,16,41.0,0,0,0
Eriette's Whisper,Wilds of Eldraine,common,Sorcery,4.0,0.11,20368.0,17,41.0,0,0,0
Infected Defector,March of the Machine,common,Creature,5.0,0.08,17704.0,14,41.0,0,0,0
Converter Beast,March of the Machine,common,Creature,4.0,0.08,17709.0,14,41.0,0,0,0
Coming In Hot,March of the Machine,common,Instant,1.0,0.11,17146.0,13,40.5,0,0,0
Gitaxian Raptor,Phyrexia: All Will Be One,common,Creature,3.0,0.06,23890.0,13,40.5,0,0,0
Ichor Synthesizer,Phyrexia: All Will Be One,common,Creature,2.0,0.06,21099.0,13,40.5,0,0,0
Cutthroat Centurion,Phyrexia: All Will Be One,common,Creature,3.0,0.04,21791.0,13,40.5,0,0,0
Battle at the Helvault,Commander Masters,rare,Enchantment,6.0,5.87,5830.0,5,40.5,0,0,0
Axiom Engraver,Phyrexia: All Will Be One,common,Creature,2.0,0.09,19960.0,13,40.5,0,0,0
Hexgold Slash,Phyrexia: All Will Be One,common,Instant,1.0,0.06,23680.0,13,40.5,0,0,0
Glistener Seer,Phyrexia: All Will Be One,common,Creature,1.0,0.07,18418.0,13,40.5,0,0,0
Barbara Wright,Doctor Who,rare,Creature,2.0,3.39,7085.0,5,40.5,0,0,0
Awaken the Sleeper,Phyrexia: All Will Be One,uncommon,Sorcery,4.0,0.08,15815.0,11,40.5,0,0,0
Furnace Strider,Phyrexia: All Will Be One,common,Creature,5.0,0.08,21730.0,13,40.5,0,0,0
Fleshless Gladiator,Phyrexia: All Will Be One,common,Creature,2.0,0.08,23623.0,13,40.5,0,0,0
Angel of Indemnity,Secrets of Strixhaven Commander,rare,Creature,6.0,3.61,3677.0,5,40.5,0,0,1
Armored Skyhunter,Secrets of Strixhaven Commander,rare,Creature,4.0,4.0,2678.0,5,40.5,0,0,1
Aladdin,Arabian Nights,rare,Creature,4.0,97.98,21296.0,9,40.5,0,0,0
Apothecary White,Ravnica: Clue Edition,rare,Creature,4.0,4.12,5557.0,5,40.5,0,0,0
Glistening Deluge,March of the Machine,uncommon,Sorcery,3.0,0.21,19842.0,11,40.5,0,0,0
Acorn Catapult,Commander 2011,rare,Artifact,4.0,4.64,13919.0,5,40.5,0,0,0
Escaped Experiment,Phyrexia: All Will Be One,common,Creature,2.0,0.09,21315.0,13,40.5,0,0,0
Cruel Grimnarch,Phyrexia: All Will Be One,common,Creature,6.0,0.13,17695.0,13,40.5,0,0,0
Archangel,Portal Second Age,rare,Creature,7.0,5.65,22660.0,9,40.5,0,0,1
Bonepicker Skirge,Phyrexia: All Will Be One,common,Creature,3.0,0.11,16563.0,13,40.5,0,0,0
